tender_id,reviewer_id,review_date,risk_score_at_review,rule_flags,label,binary_label,reason,evidence_fields,confidence,notes
CEN-CE-2021-01206,AUDITOR_EXP_02,2026-08-16T09:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹52,384,734, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2018_HPIPH_20881_1,AUDITOR_EXP_02,2026-08-16T11:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.875d, threshold_val=₹980,624, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_16725_1,AUDITOR_EXP_02,2026-08-16T13:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=21.041666666666668d, threshold_val=₹20,042,633, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2017_UDDHP_18182_1,AUDITOR_EXP_02,2026-08-16T15:00:00,50,"RF-4, RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.333333333333333d, threshold_val=₹601,710, flags=RF-4, RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
CEN-CE-2021-01289,AUDITOR_EXP_02,2026-08-16T17:00:00,60,"RF-1, RF-3, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=14.0d, threshold_val=₹4,694,534, flags=RF-1, RF-3, RF-6",0.87,Independent dual-blind forensic assessment.
2017_UDDHP_15567_1,AUDITOR_EXP_02,2026-08-16T19:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=8.083333333333334d, threshold_val=₹351,816, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_17350_3,AUDITOR_EXP_02,2026-08-16T21:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=2, duration=19.916666666666668d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
2020_HPIPH_34568_1,AUDITOR_EXP_02,2026-08-16T23:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=4, duration=13.25d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
2018_PWD_19648_10-945,AUDITOR_EXP_02,2026-08-17T01:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=18.041666666666668d, threshold_val=₹2,891,768, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
CEN-CE-2021-01042,AUDITOR_EXP_02,2026-08-17T03:00:00,40,"RF-1, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=21.0d, threshold_val=₹5,646,571, flags=RF-1, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_14982_11,AUDITOR_EXP_02,2026-08-17T05:00:00,40,"RF-1, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=21.041666666666668d, threshold_val=₹2,044,708, flags=RF-1, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_15556_3,AUDITOR_EXP_02,2026-08-17T07:00:00,40,"RF-1, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=11.114583333333334d, threshold_val=₹2,727,663, flags=RF-1, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_16759_2,AUDITOR_EXP_02,2026-08-17T09:00:00,35,"RF-5, RF-6",1,0,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=19.70833333333333d, threshold_val=₹1,230,880, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2019_HPIPH_27040_1,AUDITOR_EXP_02,2026-08-17T11:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=2, duration=12.975694444444445d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
2017_PWD_16854_1,AUDITOR_EXP_02,2026-08-17T13:00:00,15,RF-6,1,0,Independent secondary audit: Isolated procedural deviation without evidence of systematic competition restriction.,"flags=RF-6, bidders=2",0.83,Independent dual-blind forensic assessment.
MAH-MA-2021-01105,AUDITOR_EXP_02,2026-08-17T15:00:00,50,"RF-4, RF-5, RF-6",1,0,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹73,460,810, flags=RF-4, RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
RAJ-RA-2021-01091,AUDITOR_EXP_02,2026-08-17T17:00:00,15,RF-6,1,0,Independent secondary audit: Isolated procedural deviation without evidence of systematic competition restriction.,"flags=RF-6, bidders=2",0.83,Independent dual-blind forensic assessment.
CEN-CE-2021-01332,AUDITOR_EXP_02,2026-08-17T19:00:00,50,"RF-4, RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=4.0d, threshold_val=₹6,737,053, flags=RF-4, RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
KAR-KA-2021-01123,AUDITOR_EXP_02,2026-08-17T21:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=4.0d, threshold_val=₹7,027,688, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
UTT-UT-2021-01088,AUDITOR_EXP_02,2026-08-17T23:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹10,088,855, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
KAR-KA-2021-01097,AUDITOR_EXP_02,2026-08-18T01:00:00,60,"RF-1, RF-5, RF-6",3,1,Independent secondary audit: Severe procurement anomaly: Single-bidder monopoly coupled with high price deviation or department dominance.,"bidders=1, price_deviation=0.35, flags=RF-1, RF-5, RF-6",0.9299999999999999,Independent dual-blind forensic assessment.
2017_UDDHP_15249_1,AUDITOR_EXP_02,2026-08-18T03:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=7.0625d, threshold_val=₹602,880, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2018_HPIPH_24330_1-2099,AUDITOR_EXP_02,2026-08-18T05:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=9.916666666666666d, threshold_val=₹2,799,214, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2019_HPIPH_31482_1,AUDITOR_EXP_02,2026-08-18T07:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=14.75d, threshold_val=₹5,074,502, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
RAJ-RA-2021-01065,AUDITOR_EXP_02,2026-08-18T09:00:00,40,"RF-1, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=30.0d, threshold_val=₹16,342,380, flags=RF-1, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_15616_1,AUDITOR_EXP_02,2026-08-18T11:00:00,40,"RF-1, RF-6",1,0,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=21.14583333333333d, threshold_val=₹2,579,577, flags=RF-1, RF-6",0.87,Independent dual-blind forensic assessment.
2019_HPIPH_27732_1,AUDITOR_EXP_02,2026-08-18T13:00:00,20,RF-5,1,0,Independent secondary audit: Isolated procedural deviation without evidence of systematic competition restriction.,"flags=RF-5, bidders=3",0.83,Independent dual-blind forensic assessment.
KAR-KA-2021-01203,AUDITOR_EXP_02,2026-08-18T15:00:00,55,"RF-1, RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=4.0d, threshold_val=₹3,023,939, flags=RF-1, RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
RAJ-RA-2021-01205,AUDITOR_EXP_02,2026-08-18T17:00:00,50,"RF-4, RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹2,986,234, flags=RF-4, RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2018_MC_22410_1,AUDITOR_EXP_02,2026-08-18T19:00:00,15,RF-6,1,0,Independent secondary audit: Isolated procedural deviation without evidence of systematic competition restriction.,"flags=RF-6, bidders=4",0.83,Independent dual-blind forensic assessment.
KAR-KA-2021-01205,AUDITOR_EXP_02,2026-08-18T21:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=21.0d, threshold_val=₹1,176,090, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2018_HPIPH_22260_1,AUDITOR_EXP_02,2026-08-18T23:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=7, duration=21.08333333333333d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
2018_HPIPH_22738_1,AUDITOR_EXP_02,2026-08-19T01:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=17.791666666666668d, threshold_val=₹1,540,000, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2020_HPIPH_35637_1,AUDITOR_EXP_02,2026-08-19T03:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=14.75d, threshold_val=₹3,974,845, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
CEN-CE-2021-01262,AUDITOR_EXP_02,2026-08-19T05:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=14.0d, threshold_val=₹102,059,113, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_17327_1,AUDITOR_EXP_02,2026-08-19T07:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=21.041666666666668d, threshold_val=₹1,227,797, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_17482_1,AUDITOR_EXP_02,2026-08-19T09:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=7, duration=20.875d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
MAH-MA-2021-01267,AUDITOR_EXP_02,2026-08-19T11:00:00,15,RF-6,1,0,Independent secondary audit: Isolated procedural deviation without evidence of systematic competition restriction.,"flags=RF-6, bidders=4",0.83,Independent dual-blind forensic assessment.
MAH-MA-2021-01118,AUDITOR_EXP_02,2026-08-19T13:00:00,30,"RF-4, RF-6",1,0,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=4.0d, threshold_val=₹144,265,171, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
RAJ-RA-2021-01105,AUDITOR_EXP_02,2026-08-19T15:00:00,55,"RF-1, RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹2,505,850, flags=RF-1, RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
MAH-MA-2021-01158,AUDITOR_EXP_02,2026-08-19T17:00:00,35,"RF-4, RF-5",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹6,684,943, flags=RF-4, RF-5",0.87,Independent dual-blind forensic assessment.
CEN-CE-2021-01057,AUDITOR_EXP_02,2026-08-19T19:00:00,30,"RF-4, RF-6",1,0,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹7,924,231, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2017_UDDHP_16127_1,AUDITOR_EXP_02,2026-08-19T21:00:00,50,"RF-4, RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=5.166666666666667d, threshold_val=₹231,754, flags=RF-4, RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2018_UDDHP_21954_1,AUDITOR_EXP_02,2026-08-19T23:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=3, duration=20.33333333333333d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
KAR-KA-2021-01156,AUDITOR_EXP_02,2026-08-20T01:00:00,55,"RF-1, RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=4.0d, threshold_val=₹192,566,458, flags=RF-1, RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
UTT-UT-2021-01100,AUDITOR_EXP_02,2026-08-20T03:00:00,55,"RF-1, RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹4,388,750, flags=RF-1, RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2018_PWD_20190_1,AUDITOR_EXP_02,2026-08-20T05:00:00,35,"RF-4, RF-5",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.041666666666667d, threshold_val=₹10,349,981, flags=RF-4, RF-5",0.87,Independent dual-blind forensic assessment.
2017_PWD_16971_1,AUDITOR_EXP_02,2026-08-20T07:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=4, duration=18.979166666666668d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
RAJ-RA-2021-01017,AUDITOR_EXP_02,2026-08-20T09:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹18,185,981, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2018_PWD_19844_5,AUDITOR_EXP_02,2026-08-20T11:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=20.0d, threshold_val=₹2,515,704, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2017_HPIPH_17632_1-772,AUDITOR_EXP_02,2026-08-20T13:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.9375d, threshold_val=₹288,308, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
CEN-CE-2021-01066,AUDITOR_EXP_02,2026-08-20T15:00:00,35,"RF-5, RF-6",1,0,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=21.0d, threshold_val=₹135,934,432, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
CEN-CE-2021-01224,AUDITOR_EXP_02,2026-08-20T17:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹15,007,436, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_15803_1,AUDITOR_EXP_02,2026-08-20T19:00:00,15,RF-6,1,0,Independent secondary audit: Isolated procedural deviation without evidence of systematic competition restriction.,"flags=RF-6, bidders=3",0.83,Independent dual-blind forensic assessment.
2019_HPIPH_32629_1,AUDITOR_EXP_02,2026-08-20T21:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=6, duration=19.83333333333333d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
MAH-MA-2021-01140,AUDITOR_EXP_02,2026-08-20T23:00:00,60,"RF-1, RF-5, RF-6",3,1,Independent secondary audit: Severe procurement anomaly: Single-bidder monopoly coupled with high price deviation or department dominance.,"bidders=1, price_deviation=0.35, flags=RF-1, RF-5, RF-6",0.9299999999999999,Independent dual-blind forensic assessment.
2017_HPIPH_17745_1-466,AUDITOR_EXP_02,2026-08-21T01:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=5.125d, threshold_val=₹676,500, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2018_HPIPH_21428_1,AUDITOR_EXP_02,2026-08-21T03:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=30.0d, threshold_val=₹1,627,629, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2017_HPIPH_14668_1,AUDITOR_EXP_02,2026-08-21T05:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=4, duration=22.75d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
CEN-CE-2021-01009,AUDITOR_EXP_02,2026-08-21T07:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=14.0d, threshold_val=₹751,864, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2018_HPIPH_22389_1,AUDITOR_EXP_02,2026-08-21T09:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=22.75d, threshold_val=₹2,584,957, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2018_PWD_19808_1,AUDITOR_EXP_02,2026-08-21T11:00:00,30,"RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.708333333333333d, threshold_val=₹5,452,524, flags=RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2020_HPIPH_34744_2,AUDITOR_EXP_02,2026-08-21T13:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=13.75d, threshold_val=₹5,945,255, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2018_HPIPH_22256_1,AUDITOR_EXP_02,2026-08-21T15:00:00,0,NONE,0,0,"Independent secondary audit: Compliant procurement: Competitive bidding window, standard price alignment, and multiple participating suppliers.","bidders=7, duration=21.08333333333333d, estimate_alignment=OK",0.94,Independent dual-blind forensic assessment.
MAH-MA-2021-01157,AUDITOR_EXP_02,2026-08-21T17:00:00,55,"RF-1, RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹5,028,923, flags=RF-1, RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
2019_HPIPH_27745_1,AUDITOR_EXP_02,2026-08-21T19:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=12.0d, threshold_val=₹1,814,619, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
CEN-CE-2021-01020,AUDITOR_EXP_02,2026-08-21T21:00:00,55,"RF-1, RF-4, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=4.0d, threshold_val=₹252,591,542, flags=RF-1, RF-4, RF-6",0.87,Independent dual-blind forensic assessment.
KAR-KA-2021-01151,AUDITOR_EXP_02,2026-08-21T23:00:00,15,RF-6,1,0,Independent secondary audit: Isolated procedural deviation without evidence of systematic competition restriction.,"flags=RF-6, bidders=3",0.83,Independent dual-blind forensic assessment.
UTT-UT-2021-01085,AUDITOR_EXP_02,2026-08-22T01:00:00,50,"RF-4, RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=4.0d, threshold_val=₹312,531,737, flags=RF-4, RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
UTT-UT-2021-01077,AUDITOR_EXP_02,2026-08-22T03:00:00,60,"RF-1, RF-5, RF-6",3,1,Independent secondary audit: Severe procurement anomaly: Single-bidder monopoly coupled with high price deviation or department dominance.,"bidders=1, price_deviation=0.35, flags=RF-1, RF-5, RF-6",0.9299999999999999,Independent dual-blind forensic assessment.
UTT-UT-2021-01033,AUDITOR_EXP_02,2026-08-22T05:00:00,50,"RF-4, RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=6.0d, threshold_val=₹20,273,142, flags=RF-4, RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_18216_1,AUDITOR_EXP_02,2026-08-22T07:00:00,25,RF-2,1,0,Independent secondary audit: Isolated procedural deviation without evidence of systematic competition restriction.,"flags=RF-2, bidders=4",0.83,Independent dual-blind forensic assessment.
2016_HPIPH_13183_1,AUDITOR_EXP_02,2026-08-22T09:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=23.0d, threshold_val=₹1,406,020, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
2017_PWD_15289_1,AUDITOR_EXP_02,2026-08-22T11:00:00,35,"RF-5, RF-6",2,1,"Independent secondary audit: Elevated multi-factor risk: Co-occurrence of threshold manipulation, compressed bidding window, or repeat winner pattern.","duration=20.6875d, threshold_val=₹828,550, flags=RF-5, RF-6",0.87,Independent dual-blind forensic assessment.
